,Internal ID,ID,Name,Duplicate,Category,Company Name,Is Individual,Sales Rep,Status,Territory,Lead Source,Partner,Start Date,End Date,Reminder Days,Date Created,Last Modified,Primary Contact,Phone,Email,Fax,Alt. Contact,Office Phone,Comments,Billing Address 1,Billing Address 2,Billing City,Billing State/Province,Billing Zip,Billing Country,Shipping Address,Billing Address,Account,Login Access,Terms,Price Level,Taxable,Tax Item,Resale Number,Balance,Unbilled Orders,Credit Limit,Overdue Balance,Days Overdue,On Credit Hold,Override Credit Hold Off,First Name,Last Name,Date of First Sale,Prospect Date,Reminder Days,County,Shipping Item
1321,2125,1321,Regina Gass,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/1/11 17:54,9/6/11 10:56,,706-370-5229,,,,,,116 Abilene Trail #7,,Dalton,GA,30721,United States,Regina Gass 1012 Executive Park Dr Hixson TN 37343,Regina Gass 116 Abilene Trail #7 Dalton GA 30721,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Regina,Gass,9/2/11, ,,,
1322,2126,1322,Joy Cravens,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/1/11 18:25,9/1/11 18:25,,423-847-6616,,,,,,7022 Farington Cir,,Hixson,TN,37343,United States,Joy Cravens 7022 Farington Cir Hixson TN 37343,Joy Cravens 7022 Farington Cir Hixson TN 37343,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,110.47,0,,110.47,179,Yes,No,Joy,Cravens,9/16/11, ,,,
1323,2128,1323,Ruby Martin,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/2/11 14:29,9/15/11 12:58,,423-886-1048,,,,,,1582 US 127,,Signal Mountain,TN,37377,United States,Siskin Rehab/ Kathy Clark Ruby Martin One Siskin Plaza Chattanooga TN 37403,Ruby  Martin 1582 US 127 Signal Mountain TN 37377,,No,,,Yes,,,867,0,,867,180,Yes,No,Ruby,Martin,9/15/11, ,,,
1324,2129,1324,Jo A Smith,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,9/2/11 16:46,9/2/11 16:46,,865-986-2453,,,,,,21021 Hines Valley Rd,,Lenoir City,TN,37771,United States,,Jo A Smith 21021 Hines Valley Rd Lenoir City TN 37771,,No,,,Yes,,,0,0,,0,,No,No,Jo,Smith,9/16/11, ,,,
1325,2130,1325,Belinda Roark,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,9/2/11 17:08,9/2/11 17:18,,615-688-5571,,,,,,3984 Park Hurst Road,,Red Boiling Springs,TN,37150,United States,,Belinda Roark 3984 Park Hurst Road Red Boiling Springs TN 37150,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,177.45,0,,177.45,189,Yes,No,Belinda,Roark,9/6/11, ,,,
1326,2131,1326,Abbygail Bishop,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,9/6/11 11:13,3/1/12 11:38,,770-655-0359,,,,,,18 Lindsey Dr.,,Cartersville,GA,30120,United States,Abbygail Bishop 18 Lindsey Dr. Cartersville GA 30120,Abbygail Bishop 18 Lindsey Dr. Cartersville GA 30120,,No,Net 30,List Price,Yes,,,0,0,,0,,No,No,Abbygail,Bishop,10/18/11, ,,,
1327,2138,1330,Melanie Blake,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/7/11 13:15,9/7/11 13:15,,423-778-4408,,,,,,,,,,,,,,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,67,0,,67,188,Yes,No,Melanie,Blake,9/7/11, ,,,
1328,2139,1331,Joyce Young,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/7/11 13:31,9/7/11 13:31,,706-657-4636,,,,,,2791 Brow Road,,Trenton,GA,30752,United States,,Joyce  Young 2791 Brow Road Trenton GA 30752,,No,,,Yes,,,300,0,,300,175,Yes,No,Joyce,Young,9/14/11, ,,,
1329,2141,1333,Grace Lim,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/7/11 16:12,9/7/11 17:13,,423-598-3751,,,,,,,,,,,,,,,No,,,Yes,,,0,0,,0,,No,No,Grace,Lim,9/14/11, ,,,
1330,2142,1334,Eloise Waters,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/7/11 16:28,9/7/11 16:30,,423-479-2869,,,,,,3310 Crawford Dr SE,,Cleveland,TN,37323,United States,Siskin Rehab/Kathy Clark Eloise Waters One  Siskin Plaza Chattanooga TN 37403,Eloise Waters 3310 Crawford Dr SE Cleveland TN 37323,,No,,,Yes,,,0,0,,0,,No,No,Eloise,Waters,9/20/11, ,,,
1331,2143,1335,Robyn Smith,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/7/11 16:38,9/7/11 16:41,,770-266-2831,,,,,,364 Martin Rd,,Cartersville,GA,30120,United States,,Robyn Smith 364 Martin Rd Cartersville GA 30120,,No,Net 30,Retail Price,Yes,,,109.67,0,,109.67,172,Yes,No,Robyn,Smith,9/23/11, ,,,
1332,2145,1336,Gertrude Waggoner,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/7/11 16:57,9/7/11 16:57,,706-383-8651,,,,,,PO Box 73,,Sugar Valley,GA,30746,United States,,Gertrude Waggoner PO Box 73 Sugar Valley GA 30746,,No,Net 30,Retail Price,Yes,,,21.93,0,,21.93,172,Yes,No,Gertrude,Waggoner,9/23/11, ,,,
1333,2152,1339,Maria Caswell,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/8/11 17:00,9/8/11 17:00,,423-693-5261,,,,,,1523A Dallas Lake Rd,,Hixson,TN,37343,United States,,Maria Caswell 1523A Dallas Lake Rd Hixson TN 37343,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Maria,Caswell,9/30/11, ,,,
1334,2153,1340,Josh M McGinnis,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/8/11 17:38,9/8/11 17:38,,423-648-7083,,,,,,2419 Bending Oak Dr,,Chattanooga,TN,37421,United States,Josh M McGinnis 2419 Bending Oak Dr Chattanooga TN 37421,Josh M McGinnis 2419 Bending Oak Dr Chattanooga TN 37421,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Josh,McGinnis,9/9/11, ,,,
1335,2157,1342,Phyllis Jones,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/9/11 13:51,9/9/11 13:54,,423-942-9953,,,,,,203 Magnolia Ave,,Jasper,TN,37347,United States,Phyllis Jones 203 Magnolia Ave Jasper TN 37347,Phyllis Jones 203 Magnolia Ave Jasper TN 37347,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Phyllis,Jones,9/16/11, ,,,Delivered by Bo Hughes
1336,2158,1343,Terry Daniels,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/9/11 14:00,9/9/11 14:00,,423-591-1954,,,,,,31 Harrington Lane,,Rossville,GA,30741,United States,Terry  Daniels 31 Harrington Lane Rossville GA 30741,Terry  Daniels 31 Harrington Lane Rossville GA 30741,,No,,,Yes,,,0,0,,0,,No,No,Terry,Daniels,9/16/11, ,,,Delivered by Bo Hughes
1337,2160,1345,Nancy Hagopian,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,9/9/11 14:48,3/1/12 11:40,,478-542-0732,,,,,,202 Custer Dr.,,Warner Robins,GA,31093,United States,Nancy  Hagopian 202 Custer Dr. Warner Robins GA 31093,Nancy  Hagopian 202 Custer Dr. Warner Robins GA 31093,,No,Net 30,,Yes,,,0,0,,0,,No,No,Nancy,Hagopian,9/15/11, ,,,
1338,2161,1346,Raymond Tate,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/9/11 15:25,9/9/11 15:25,,706-638-0951,,,,,,4139 Mitchell Drive,,LaFayette,GA,30728,United States,Raymond Tate 4139 Mitchell Drive LaFayette GA 30728,Raymond Tate 4139 Mitchell Drive LaFayette GA 30728,,No,,,Yes,,,933.62,0,,933.62,183,Yes,No,Raymond,Tate,9/12/11, ,,,Delivered by Bo Hughes
1339,2162,1347,Mary Hullender,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/9/11 17:21,9/9/11 17:21,,423-622-6563,,,,,,,,,,,,,,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Mary,Hullender,9/14/11, ,,,
1340,2164,1348,Jeanette Sterzik,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/9/11 18:43,9/9/11 18:43,,423-468-4554,,,,,,2851 Waterhaven Dr,,Chattanooga,TN,37406,United States,,Jeanette Sterzik 2851 Waterhaven Dr Chattanooga TN 37406,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,505,,0,,No,No,Jeanette,Sterzik,, ,,,
1341,2165,1349,Mary Bowlin,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/12/11 12:38,9/12/11 12:38,,423-942-2991,,,,,,1022 Coppinger Cove Road,,Sequatchie,TN,37374,United States,Mary Bowlin 1022 Coppinger Cove Road Sequatchie TN 37374,Mary Bowlin 1022 Coppinger Cove Road Sequatchie TN 37374,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Mary,Bowlin,9/26/11, ,,,Delivered by Bo Hughes
1342,2166,1350,Janice Agee,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/12/11 13:31,9/12/11 13:48,,423-504-3581,,,,,,PO Box  1179,,Soddy Daisy,TN,37384,United States,Siskin/Angie Smith Janice Agee One Siskin Plaza Chattanooga TN 37403,Janice Agee PO Box  1179 Soddy Daisy TN 37384,,No,,,Yes,,,88.75,0,,88.75,43,Yes,No,Janice,Agee,9/28/11, ,,,
1343,2167,1351,Homer Reece,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/12/11 15:03,9/12/11 15:03,,256-597-2124,,,,,,162 County Road 445,,Bryant,AL,35958,United States,Homer  Reece 162 County Road 445 Bryant AL 35958,Homer  Reece 162 County Road 445 Bryant AL 35958,,No,,,Yes,,,0,0,,0,,No,No,Homer,Reece,9/23/11, ,,,Delivered by Bo Hughes
1344,2169,1353,Alicia Crayton Rhea,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,9/12/11 17:15,9/12/11 17:18,,615-499-4874,,,,,,5096 Bell Road,,Hermitage,TN,37076,United States,,Alicia Crayton Rhea 5096 Bell Road Hermitage TN 37076,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,78.3,0,,78.3,182,Yes,No,Alicia,Crayton Rhea,9/13/11, ,,,
1345,2172,1355,Glenn Harris,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/13/11 17:17,9/13/11 17:17,,706-639-7741,,,,,,490 Kemp Rd,,La Fayette,GA,30728,United States,,Glenn Harris 490 Kemp Rd La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,186.72,0,,186.72,165,Yes,No,Glenn,Harris,9/30/11, ,,,
1346,2173,1356,Linda White,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/14/11 10:48,9/14/11 10:49,,423-942-3584,,,,,,275 Old Mullins Cove Rd,,Powells Crossroads,TN,37397,United States,Linda White 275 Old Mullins Cove Rd Powells Crossroads TN 37397,Linda White 275 Old Mullins Cove Rd Powells Crossroads TN 37397,,No,,,Yes,,,0,0,,0,,No,No,Linda,White,9/16/11, ,,,Delivered by Bo Hughes
1347,2174,1357,Kathryn Brown,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/14/11 13:26,9/14/11 13:37,,423-653-6959,,,,,,1505 Marrick Drive,,Soddy Daisy,TN,37379,United States,Siskin Rehab/Kathy Clark Katherine Brown One Siskin Plaza Chattanooga TN 37403,Katherine  Brown 1505 Marrick Drive Soddy Daisy TN 37379,,No,,,Yes,,,0,208.92,,0,,No,No,Kathryn,Brown,9/16/11, ,,,
1348,2175,1358,Deborah Wacker,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/14/11 14:44,9/14/11 14:44,,256-259-0695,,,,,,351 County Road 11,,Scottsboro,AL,35768,United States,Deborah Wacker 351 County Road 11 Scottsboro AL 35768,Deborah Wacker 351 County Road 11 Scottsboro AL 35768,,No,,,Yes,,,0,0,,0,,No,No,Deborah,Wacker,9/14/11, ,,,Delivered by Bo Hughes
1349,2176,1359,Bette Higgins,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/14/11 15:46,11/3/11 12:18,,423-867-2677,,,,,,11190Hillsboro drive,,Chattanooga,TN,37412,United States,Siskin/Angie Bette Higgins 1 Siskin Plaza Chattanooga TN 37403,Bette Higgins 11190Hillsboro drive Chattanooga TN 37412,,No,,,Yes,,,0,0,,0,,No,No,Bette,Higgins,9/16/11, ,,,
1350,2177,1360,Annette M Gaines,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/14/11 16:51,9/14/11 16:51,,423-365-0060,,,,,,PO Box 1137,,Spring City,TN,37381,United States,,Annette M Gaines PO Box 1137 Spring City TN 37381,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Annette,Gaines,9/15/11, ,,,
1351,2178,1361,Letricia D Shockley,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/14/11 17:46,9/14/11 17:46,,423-314-8976,,,,,,7633 Bonnie Dr Apt B,,Chattanooga,TN,37416,United States,,Letricia D Shockley 7633 Bonnie Dr Apt B Chattanooga TN 37416,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,850,0,,850,180,Yes,No,Letricia,Shockley,9/15/11, ,,,
1352,2179,1362,Natalie Sims,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/14/11 18:27,9/14/11 18:32,,423-635-1425,,,,,,4626 Fall Creek Road,,Chattanooga,TN,37416,United States,Siskin/ Angie Smith Natalie Sims One Siskin Plaza Chattanooga TN 37403,Natalie Sims 4626 Fall Creek Road Chattanooga TN 37416,,No,,,Yes,,,207.87,0,,207.87,74,Yes,No,Natalie,Sims,10/31/11, ,,,
1353,2180,1363,Sally Tasamy,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/14/11 19:07,9/14/11 19:17,,423-322-4110,,,,,,531 Tree Top Lane,,Hixson,TN,37343,United States,Siskin/ Angie Smith Sally Tasamy One Siskin Plaza Chattanooga TN 37403,Sally Tasamy 531 Tree Top Lane Hixson TN 37343,,No,,,Yes,,,0,0,,0,,No,No,Sally,Tasamy,10/31/11, ,,,
1354,2181,1364,Deborah Quinn,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/14/11 19:32,9/15/11 14:49,,423-698-2309,,,,,,4029 Dellway Circle,,Chattanooga,TN,37412,United States,Siskin Rehab/Angie Smith Deborah Quinn One Siskin Plaza 37403 Chattanooga TN 37403,Deborah Quinn 4029 Dellway Circle Chattanooga TN 37412,,No,,,Yes,,,115.38,0,,115.38,154,Yes,No,Deborah,Quinn,10/11/11, ,,,
1355,2184,1366,Tabitha Ballard,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/15/11 12:40,9/15/11 12:40,,423-582-9610,,,,,,,,,,,,,,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Tabitha,Ballard,, ,,,
1356,2186,1367,Darren Pew,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/15/11 14:54,9/15/11 14:54,,423-472-8016,,,,,,1407 Asterwood Lane NW,,Cleveland,TN,37312,United States,Darren  Pew 1407 Asterwood Lane NW Cleveland TN 37312,Darren  Pew 1407 Asterwood Lane NW Cleveland TN 37312,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Darren,Pew,9/15/11, ,,,Delivered by Bo Hughes
1357,2187,1368,Gina K Best,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/15/11 15:34,9/15/11 15:34,,502-680-7208,,,,,,100 Wooldridge Spur,,Lawrenceburg,KY,40342,United States,Gina K Best 100 Wooldridge Spur Lawrenceburg KY 40342,Gina K Best 100 Wooldridge Spur Lawrenceburg KY 40342,,No,Net 30,List Price,Yes,,,0,0,,0,,No,No,Gina,Best,9/20/11, ,,,
1358,2188,1369,Wilifred E Tilford,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/15/11 16:39,9/15/11 16:39,,270-257-2371,,,,,,13555 Falls of Rough Rd,,Falls of Rough,KY,40119,United States,Wilifred E Tilford 13555 Falls of Rough Rd Falls of Rough KY 40119,Wilifred E Tilford 13555 Falls of Rough Rd Falls of Rough KY 40119,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Wilifred,Tilford,9/15/11, ,,,
1359,2193,1374,Scott Hartline,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/16/11 12:02,9/16/11 12:02,,423-855-8705,,,,,,618 Gibson Pond Rd,,Chattanooga,TN,37421,United States,Scott Hartline 618 Gibson Pond Rd Chattanooga TN 37421,Scott Hartline 618 Gibson Pond Rd Chattanooga TN 37421,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Scott,Hartline,9/16/11, ,,,Delivered by Bo Hughes
1360,2194,1375,Stephanie Atchley,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/16/11 12:18,9/16/11 12:18,,423-339-0023,,,,,,672 Hancock Road,,Cleveland,TN,37323,United States,Stephanie Atchley 672 Hancock Road Cleveland TN 37323,Stephanie Atchley 672 Hancock Road Cleveland TN 37323,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Stephanie,Atchley,, ,,,Delivered by Bo Hughes
1361,2195,1376,Carrie Rafferty,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/16/11 13:42,9/19/11 12:02,,270-465-0089,,,,,,1896 Cave Road,,Campbellsville,KY,42718,United States,Othodyne PT For:Carrie Rafferty 190 West 1st Street Campbellsville KY 42718,Carrie Rafferty 1896 Cave Road Campbellsville KY 42718,,No,,,Yes,,,0,0,,0,,No,No,Carrie,Rafferty,9/23/11, ,,,Delivered by Scott Grimsley
1362,2196,1377,James D Whaley,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/19/11 12:59,9/19/11 12:59,,865-201-8294,,,,,,1960 Greenland Way Apt C108,,Knoxville,TN,37932,United States,James D Whaley 1960 Greenland Way Apt C108 Knoxville TN 37932,James D Whaley 1960 Greenland Way Apt C108 Knoxville TN 37932,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,James,Whaley,9/19/11, ,,,
1363,2203,1381,Jessica K Howell,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/21/11 10:47,9/21/11 10:47,,423-336-6053,,,,,,385 Market St NE,,Charleston,TN,37310,United States,Jessica K Howell 385 Market St NE Charleston TN 37310,Jessica K Howell 385 Market St NE Charleston TN 37310,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Jessica,Howell,9/23/11, ,,,
1364,2204,1382,Daniel Ownby,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/21/11 10:56,9/21/11 10:56,,423-653-3369,,,,,,274 Armstrong Rd Se,,Cleveland,TN,37323,United States,Daniel Ownby 274 Armstrong Rd Se Cleveland TN 37323,Daniel Ownby 274 Armstrong Rd Se Cleveland TN 37323,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Daniel,Ownby,9/26/11, ,,,
1365,2205,1383,Patsy Holland,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,9/21/11 11:44,9/30/11 15:04,,423-605-0886,,,,,,10503 Hunter Trace Drive,,Soddy Daisy,TN,37379,United States,Siskin/Kathy Clark Patsy Holland 1 Siskin Plaza Chattanooga TN 37403,Patsy Holland 10503 Hunter Trace Drive Soddy Daisy TN 37379,,No,,,Yes,,,0,0,,0,,No,No,Patsy,Holland,10/31/11, ,,,
1366,2206,1384,Ellene Crownover,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/21/11 12:02,9/21/11 12:02,,423-698-2340,,,,,,3527 Mimbro Lane,,Chattanooga,TN,37412,United States,Ellene Crownover 3527 Mimbro Lane Chattanooga TN 37412,Ellene Crownover 3527 Mimbro Lane Chattanooga TN 37412,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Ellene,Crownover,9/29/11, ,,,Delivered by Bo Hughes
1367,2207,1385,Kimberly Hogan,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/21/11 12:40,9/21/11 12:40,,423-842-0007,,,,,,2003 Bice Road,,Soddy Daisy,TN,37379,United States,Kimberly Hogan 2003 Bice Road Soddy Daisy TN 37379,Kimberly Hogan 2003 Bice Road Soddy Daisy TN 37379,,No,,,Yes,TN_HAMILTON CO,,85.4,0,,85.4,164,Yes,No,Kimberly,Hogan,10/1/11, ,,,Delivered by Bo Hughes
1368,2208,1386,Nina M Campbell,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/21/11 14:50,10/5/11 13:31,,423-451-7555,,,,,,9656 Norman Street,,Soddy Daisy,TN,37379,United States,Nina M Campbell 9656 Norman Street Soddy Daisy TN 37379,Nina M Campbell 9656 Norman Street Soddy Daisy TN 37379,,No,,,Yes,TN_HAMILTON CO,,609.83,0,,609.83,158,Yes,No,Nina,Campbell,9/23/11, ,,,Delivered by Bo Hughes
1369,2212,1390,Sheila Ann Perry,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/22/11 12:56,9/22/11 12:56,,706-539-2575,,,,,,2332 Hog Jowl Road,,Chickamauga,GA,30707,United States,Sheila Ann Perry 2332 Hog Jowl Road Chickamauga GA 30707,Sheila Ann Perry 2332 Hog Jowl Road Chickamauga GA 30707,,No,,,Yes,,,0,0,,0,,No,No,Sheila Ann,Perry,9/29/11, ,,,Delivered by Bo Hughes
1370,2214,1392,Cindy Hagood,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/22/11 13:16,9/22/11 13:16,,706-397-2442,,,,,,1754 N. Dicks Creek Road,,Lafayette,GA,30728,United States,Cindy Hagood 1754 N. Dicks Creek Road Lafayette GA 30728,Cindy Hagood 1754 N. Dicks Creek Road Lafayette GA 30728,,No,,,Yes,,,0,0,,0,,No,No,Cindy,Hagood,9/23/11, ,,,Delivered by Bo Hughes
1371,2217,1394,Darlena Embry,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,9/23/11 10:56,9/23/11 10:56,,270-791-0424,,,,,,4533 Dan Road,,Olaton,KY,42361,United States,Darlena Embry 4533 Dan Road Olaton KY 42361,Darlena Embry 4533 Dan Road Olaton KY 42361,,No,Net 30,List Price,Yes,,,0,0,,0,,No,No,Darlena,Embry,9/26/11, ,,,
1372,2218,1395,Anita McMahan,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/23/11 13:38,9/23/11 13:43,,678-767-5704,,,,,,429 Trimble Hollow Rd SE,,Adairsville,GA,30103,United States,Bill Patella Anita McMahan 12 Ancient Oaks Dr Marietta GA 30067,Anita McMahan 429 Trimble Hollow Rd SE Adairsville GA 30103,,No,,,Yes,,,0,0,,0,,No,No,Anita,McMahan,9/30/11, ,,,Delivered by Bill Patella
1373,2219,1396,Kimberly Green,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,9/23/11 15:50,9/26/11 14:34,,423-834-5883,,,,,,801 Foster Mill Dr,,La Fayette,GA,30728,United States,Bambi - Kimberly Green Avalon Therapy Services 6219 Vance Road Chattanooga TN 37421,Kimberly  Green 801 Foster Mill Dr La Fayette GA 30728,,No,Net 30,,Yes,,,660,0,,660,134,Yes,No,Kimberly,Green,10/1/11, ,,,
1374,2221,1398,Ellen Dunn,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/23/11 17:47,9/23/11 17:49,,770-928-9370,,,,,,97 Farmington Dr,,Woodstock,GA,30188,United States,Bill Patella Ellen Dunn 12 Ancient Oaks Ct Marietta GA 30067,Ellen Dunn 97 Farmington Dr Woodstock GA 30188,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Ellen,Dunn,9/27/11, ,,,
1375,2222,1399,Sandra MacMillan,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/23/11 17:54,9/23/11 17:54,,423-504-3949,,,,,,415 Wisteria Rd,,La Fayette,GA,30728,United States,Sandra MacMillan 415 Wisteria Rd La Fayette GA 30728,Sandra MacMillan 415 Wisteria Rd La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Sandra,MacMillan,, ,,,
1376,2224,1401,Jessie Bethune,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/26/11 15:18,9/26/11 15:18,,706-734-2526,,,,,,38 Ninth Street,,Trion,GA,30753,United States,Jessie Bethune 38 Ninth Street Trion GA 30753,Jessie Bethune 38 Ninth Street Trion GA 30753,,No,,,Yes,,,0,0,,0,,No,No,Jessie,Bethune,9/29/11, ,,,Delivered by Bo Hughes
1377,2225,1402,Holly Valle-Delgado,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/26/11 15:25,9/26/11 15:25,,423-645-5605,,,,,,16 Probacco Street,,Lafayette,GA,30728,United States,Holly Valle-Delgado 16 Probacco Street Lafayette GA 30728,Holly Valle-Delgado 16 Probacco Street Lafayette GA 30728,,No,,,Yes,,,0,0,,0,,No,No,Holly,Valle-Delgado,9/26/11, ,,,Delivered by Bo Hughes
1378,2226,1403,Kenneth Storrs,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,9/26/11 15:59,9/26/11 15:59,,423-870-5424,,,,,,1318 Northgate Circle,,Hixson,TN,37343,United States,Kenneth Storrs 1318 Northgate Circle Hixson TN 37343,Kenneth Storrs 1318 Northgate Circle Hixson TN 37343,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Kenneth,Storrs,9/29/11, ,,,
1379,2229,1406,Jonathan E Mitchell,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/27/11 13:19,9/27/11 13:19,,423-486-8410,,,,,,79 Scott Drive   #2,,Lafayette,GA,30728,United States,Jonathan E Mitchell 79 Scott Drive   #2 Lafayette GA 30728,Jonathan E Mitchell 79 Scott Drive   #2 Lafayette GA 30728,,No,,,Yes,,,100,0,,100,161,Yes,No,Jonathan,Mitchell,10/4/11, ,,,Delivered by Bo Hughes
1380,2232,1408,Karen L Johnson,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/28/11 13:23,9/28/11 13:23,,423-464-3487,,,,,,5740 Mouse Creek Rd NW,,Cleveland,TN,37312,United States,Karen L Johnson 5740 Mouse Creek Rd NW Cleveland TN 37312,Karen L Johnson 5740 Mouse Creek Rd NW Cleveland TN 37312,,No,,,Yes,TN_HAMILTON CO,,0,933,,0,,No,No,Karen,Johnson,, ,,,Delivered by Bo Hughes
1381,2233,1409,Fred Ritchie,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,9/28/11 13:51,9/28/11 13:51,,423-665-3665,,,,,,115 Brittsville Shored Rd,,Georgetown,TN,37336,United States,Fred Ritchie 115 Brittsville Shored Rd Georgetown TN 37336,Fred Ritchie 115 Brittsville Shored Rd Georgetown TN 37336,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Fred,Ritchie,9/30/11, ,,,Delivered by Bo Hughes
